"V1","V2","V3","V4","V5"
8565,29801,45257,5314,44137
5506,37914,30401,42713,19109
31218,2723,31691,4564,40083
2690,39223,44036,45484,19458
13233,10458,16834,21870,33150
33428,25231,22994,3901,30167
46054,23178,5206,18655,33507
124,42489,18386,40478,10842
17756,6704,37376,10216,42691
38002,26082,43950,27383,18318
7304,31450,44267,6256,42868
17104,19402,18280,699,10785
45204,25728,3158,32531,40199
7883,44320,15989,9197,26354
15765,1162,3134,28482,39862
13355,11289,27109,38869,4714
36080,8526,18185,28155,40702
29879,34009,5352,332,27976
44080,2083,25644,45529,7260
28254,4883,2496,44182,27459
27494,21941,8443,30521,33042
42051,22213,25424,31735,28202
45035,37202,7730,37809,20300
7958,38913,8129,13635,45412
27126,27925,23189,16451,35054
40489,37111,25380,6086,26237
22155,4651,8105,17169,42229
17049,32672,1200,6254,20231
32794,21940,30932,39445,42528
8307,12478,31800,29560,23792
10272,578,26051,25189,40778
37319,37571,31300,30464,2786
43275,33320,26520,30802,6003
20014,24948,41533,42106,38969
32367,45308,15868,34080,17591
39564,27115,36085,35972,33847
25614,21849,9567,45205,3438
14451,32930,40014,15476,18526
46050,16004,23936,37861,33638
32343,3368,3108,4986,35843
37731,28740,11029,42272,37293
43600,14083,44980,1238,28938
21278,36450,40348,39977,19638
23279,4948,39349,19816,6202
35655,4571,14306,23685,31075
14412,39366,1500,21630,30058
19999,21031,22031,43108,5463
21952,41211,5620,24633,35547
7675,41534,32991,4479,37407
9639,15747,14942,27537,43943
196,11906,39025,13986,11494
12720,22657,9514,26484,15162
24437,19927,28752,35225,13418
28074,28774,17730,8437,42708
12211,20698,16150,45894,30293
24816,24945,16017,43549,26626
12802,11168,33917,45039,40229
41330,34937,30938,38686,2636
1911,24345,8603,5621,12243
8703,43854,18944,12527,43070
34950,16349,11439,15270,8714
30834,13515,24128,43521,40532
34500,1209,6420,44957,24412
2423,21633,7213,23475,18973
36010,46187,44972,22959,7165
1128,36881,28297,8910,6088
3853,13171,20979,2544,9103
3499,10667,15900,34325,36895
28477,35631,13546,25243,6778
7523,44025,17402,30410,7729
20102,34448,45236,3386,44922
45212,17532,26866,10014,21575
29681,14125,27733,7892,32229
24952,20527,256,22023,23572
44618,14319,40413,35021,14946
4058,16989,37197,38298,5679
22798,34625,23446,46125,39467
29902,9332,22863,45519,18005
726,9987,21298,41357,10949
13873,2953,33092,35897,38477
9367,25710,37378,38460,44310
30951,32318,18593,38786,1841
37969,9924,3409,7846,32919
29416,31237,34925,4434,27283
14408,12021,21256,743,12967
1454,13551,36511,28320,35969
56,30967,28557,26955,43897
17477,19221,22252,26504,2151
44505,17331,4244,42004,22756
3199,23943,11212,42562,45926
43402,619,1929,44964,260
27038,6591,16548,42548,33615
4011,34561,3144,25250,14851
18753,22166,24702,32980,40836
39567,40967,35727,9231,12091
28326,30579,34872,45920,5350
44984,9210,10258,30745,29783
21720,26691,38177,5525,12779
7828,5786,22492,20792,30315
21711,14049,33720,43775,11326
2549,13690,43302,34494,43902
2709,40110,34758,3617,25922
44877,31758,30267,25342,27347
19862,45262,1953,9622,8680
12779,26397,6143,3709,19935
9330,39460,3041,2979,1846
26609,37967,9344,39279,11318
26257,8746,10083,43653,20289
31320,38247,13745,44942,37354
19898,35554,5381,30491,645
17600,26837,16499,45977,36673
32198,7045,9440,8822,9451
34473,19039,40088,29497,21611
10501,35075,36264,21457,33316
38300,38595,18162,35904,33774
34947,21983,17138,19252,27549
26376,44434,13195,19165,25590
23378,35862,65,22779,17656
25201,45560,35155,3096,27706
35374,44572,29462,2195,23545
40790,24331,17386,34326,23178
39758,23992,41641,24203,40284
19234,29226,45405,16240,25145
45870,991,38065,14602,30379
21365,10091,41282,16648,12523
33470,15162,43775,31371,39231
20770,806,15065,8639,31947
21529,35727,13326,9078,36059
2976,40910,30445,12752,2183
11157,4455,1119,46049,29487
36160,3488,32956,17588,15342
90,11729,25135,34515,20843
7681,30867,15319,44205,20378
15529,8204,43832,16406,38340
45797,38776,43997,15899,14486
18185,23914,21327,31247,43380
12819,17667,3320,42314,19925
13601,44315,11772,4970,35974
40560,5831,38271,41062,44234
8644,22010,19970,13345,13003
37002,13758,34112,11557,1697
28706,41740,8152,44332,8289
34680,20827,40773,5623,37212
31292,29494,20670,45360,14885
20692,3413,6586,27401,11330
46315,7420,18957,31171,22986
7758,30881,39462,11189,30747
2985,1089,26311,13095,9077
43360,24404,15948,1665,30095
15943,37717,6794,41532,42323
29932,10215,45074,37552,45982
6194,17418,34381,506,1144
2905,32499,22333,23178,18649
23714,40789,10107,7975,38085
15870,9692,7715,44105,32469
43000,5178,35377,32165,10801
30592,14492,26348,13863,4033
40363,26818,44380,31410,12230
26966,39194,33812,21852,8346
24400,23839,15499,29498,41560
3669,26459,39932,26803,12253
21717,4955,19223,15106,42850
4436,21016,24142,10763,10671
40557,6772,30635,15969,350
29624,31004,19478,27886,10727
4881,31414,2157,29727,39607
16538,11549,15398,16994,629
20425,33691,42166,7114,15033
19192,42136,36419,19426,10472
40826,27868,28667,45345,4547
30713,35227,10143,25979,8213
37229,6417,36403,16191,41719
43009,18076,25569,42730,21745
46207,31052,6183,3402,21204
24805,1769,45007,21006,45728
652,33776,37425,14398,6906
26094,13215,14982,13471,5002
24915,41026,4973,2396,9095
43554,31041,40772,19484,42519
40894,17446,30151,28546,468
2258,9157,3312,46294,31907
28008,34631,9531,39093,44232
23012,25532,22700,6963,29417
22283,12769,36354,15386,42436
43185,35244,21772,15118,30748
34244,17776,17201,29029,37731
12052,34813,41856,15370,19950
33754,567,26780,5509,7481
5778,13607,23959,33623,16876
44149,20098,41790,1167,45161
32265,19758,23399,37278,23359
44682,12348,12612,33311,38535
26505,4107,36575,42988,25529
18577,6084,21064,35894,19425
17880,42501,10590,16834,38521
22434,3782,19560,40695,13582
44895,28126,12428,13489,10179
35161,6747,27153,27411,1342
10293,17684,1227,11075,10776
6432,7157,3677,26115,11285
22662,27760,27167,23843,26015
37140,3228,35343,44822,10221
42920,18421,27737,28867,9845
15308,43347,7659,11094,46303
35942,45835,21122,9318,6219
7932,39631,13700,2700,16067
27950,17459,5486,6880,38186
30014,30129,8666,15064,42485
1181,32481,15361,13280,15508
6059,41798,12512,6970,43335
44453,39844,6815,38411,12291
34477,34803,24988,24103,10052
872,1761,1454,12624,10171
32338,20110,10205,11715,34498
42359,22768,18177,9513,1496
19379,42348,44996,29398,44931
37239,9257,38295,606,20728
1428,25341,44305,30169,410
19830,27264,45609,20013,31571
33016,43841,7624,5508,31309
25948,27894,23333,7616,32595
42923,6652,35486,36835,9930
25151,34235,14882,44788,44576
19197,37528,27435,37288,11249
22868,7754,638,4696,40649
22739,38880,21443,22090,30290
32592,9028,27957,37725,10462
9753,11341,5791,10440,7229
21833,435,20398,10934,45019
43225,15419,35283,7495,2667
29563,40450,44556,36485,19247
13246,5306,40507,15221,45842
30544,17674,145,730,12251
28792,43300,33629,38023,13589
12465,38341,1677,36120,31967
35289,199,2573,44782,681
34538,4465,20168,37856,14956
21463,39596,1266,3664,32990
5490,22499,21200,28619,26408
44332,13140,19562,27970,28605
44725,34851,6865,1089,39955
16294,16499,28965,36552,3521
3114,45548,19346,33048,16751
23704,22647,34079,15952,7749
36425,39767,16121,40293,28239
2632,2970,37127,43275,29107
37442,23337,27251,3302,34359
10523,9147,510,11361,28908
22854,25362,35947,8813,20203
10127,38705,2793,25118,9390
26657,6818,28243,37855,10554
5636,35193,36740,26933,1503
20335,34624,5930,12662,429
34047,25473,17715,40006,37456
32145,14733,11241,12763,11488
27092,34638,37403,32839,16956
28429,34603,33433,33386,18157
42554,9902,20262,20952,25197
12959,3620,805,35992,8976
40968,25596,29400,29348,24469
31162,44822,779,17058,380
24339,37134,11857,20293,36436
770,9514,6504,11313,3092
20007,1036,21863,46206,30531
42520,5194,8044,19650,1561
40281,15942,10668,21818,18167
28587,21585,39304,875,26379
23969,11435,4543,23402,12165
29487,38589,43837,7410,7830
41244,37128,16,26510,11046
19556,22376,14004,13138,12472
12400,11029,9236,5223,45659
17179,15281,522,11685,23804
24734,12674,38105,36748,22472
481,10962,26249,43538,43728
7142,6685,12067,13425,22684
9250,40011,1713,23333,217
2344,42230,19919,10541,39856
25059,45267,30751,11673,16088
46243,4255,44381,18924,8963
13935,37497,21010,18319,40233
46043,4458,7640,28111,2585
9563,11293,39215,25398,32368
28838,36997,29794,4387,44680
11965,23773,46187,35633,3486
42655,26366,3726,27279,16554
43827,31382,10213,34765,26358
7381,24986,44912,35081,1505
45191,21856,32576,43729,6819
27427,16005,41647,3306,33263
17443,9441,9112,8464,6548
28566,42054,23327,45865,13456
31871,30859,26578,41400,38591
22507,5533,31653,37599,37668
16635,41787,1873,41520,3680
15011,5022,209,30137,40942
13568,13909,28315,43582,27842
11744,31211,44814,20028,17243
13021,14172,28679,13420,30940
32977,19464,33702,15849,36365
16136,8563,14735,23967,3018
18574,19837,6111,4523,26012
34167,30677,7698,9084,34166
38301,40969,37130,3548,25480
12851,29868,7809,35441,14222
3208,11038,2180,25547,24837
27532,32767,29544,33382,18934
13365,25402,18932,16347,31546
25663,30632,23092,21900,4264
1781,32694,29572,9999,39380
37635,7967,14553,42793,19679
45669,10558,8218,30480,12376
13470,29851,38007,37872,1686
29586,21921,41023,6984,14662
28,39544,24109,26299,8566
5279,30271,41157,39981,28695
13797,19567,55,18497,21783
33792,37729,27190,27095,15328
24259,15245,20162,30213,10420
34209,41562,30896,42716,31893
4460,40541,37428,34726,7147
32175,14003,23473,37681,42390
10204,26623,9239,31041,30590
12740,28127,8358,41203,27967
23940,31472,23436,31469,20266
29037,29402,35183,17906,20166
844,12035,22151,298,3655
37091,14670,16065,42941,44873
32006,13691,10536,265,38292
39073,17214,12589,35692,24584
35126,36702,21523,28785,43018
11102,25981,41915,3996,16667
25901,25572,43465,33050,3124
7104,25332,21123,41862,1625
12632,34906,44815,44799,4927
26620,21341,11429,31600,26926
39598,15205,39766,26475,20922
7020,24608,23464,27215,27260
8534,35059,13145,1122,6987
6400,38680,2627,36599,43926
38021,26460,42210,43804,42220
42054,34950,37714,32861,18967
40492,29810,20186,12124,4472
6475,17595,22897,36257,32168
33968,22715,16123,1119,196
33136,20626,21532,716,31680
26335,587,7614,35990,20546
40520,17372,22094,30276,11897
34522,5950,6350,31789,44774
32248,9022,5716,32537,34462
7428,15655,37439,45937,41266
17595,19271,14841,17615,16176
8294,11196,13875,10739,21954
36476,11956,45098,14585,8775
9581,10703,3088,21807,37281
19820,5420,28379,27826,28879
34986,22896,2275,33733,28849
20232,44042,45786,43368,21347
10521,114,2518,29434,21234
29091,25313,35125,42547,34424
28531,40867,624,31089,38255
36243,40004,10915,37043,16934
43495,6556,19389,39621,27169
24974,33488,42635,29449,5476
45766,22491,34991,46038,20936
22628,9423,36352,40802,43096
20704,3164,27037,16766,35383
35088,14233,9624,9004,17799
8018,15594,35951,1081,5414
36639,39926,38565,31963,41309
9857,27752,40232,10614,24270
17638,32391,41406,4074,34020
21641,10971,17405,26546,29195
40844,15630,1151,43525,7714
17016,44768,22109,6509,13862
20063,38578,2298,32636,45890
17430,18369,11858,4373,7878
29079,18881,6580,21872,20549
25592,8168,21438,6769,40859
1906,9107,15397,14141,1775
4398,27778,27487,34958,8459
8449,8629,28959,12911,7887
8236,3873,14354,34474,38189
23694,44346,28226,18918,34997
41329,41004,25636,3303,33690
44781,3123,25388,13125,37800
9218,7611,21542,17015,28309
28976,45964,38217,4691,1657
45086,2486,6788,2563,22043
11150,39089,7985,27159,40144
44584,35541,24850,22536,17296
41550,40295,25507,1610,18750
3565,15476,12537,25115,31647
21795,4251,7128,7714,24883
39930,2657,7868,41506,34729
2360,12539,20061,45525,5305
33231,24634,43066,8993,44520
2355,39661,9944,27759,14931
34517,1014,4988,20390,9160
44705,42194,1886,20587,18686
42156,8308,33523,9855,30364
2535,36656,20952,36404,5129
2901,9159,19855,4866,4762
42376,37951,27066,22922,23115
5026,29909,42946,13527,27469
43504,10304,24358,3644,17346
33728,15349,37524,44874,7407
42945,27791,44450,27630,30416
12229,42306,30903,364,4597
35439,17932,35892,12322,39402
41883,8010,35601,2385,33004
18706,42747,14315,9816,11090
12711,11859,8378,38068,5987
21208,24030,864,22462,26719
7498,45347,42515,18295,10391
15910,10086,45979,9632,40687
37110,24227,27644,24599,17207
16857,43652,21749,7995,36412
44574,21337,24561,25337,4420
37929,1452,3219,21943,17190
30524,30386,25343,17710,4575
17101,34834,22912,25959,24185
35972,8176,10534,3565,28431
18215,14909,46065,7949,42669
22260,2403,16307,25720,9066
51,21742,12394,37376,45723
3464,6581,33006,23709,39314
26599,42616,17849,14618,35116
30637,10563,43758,2675,18383
36094,44637,31075,10906,42144
6745,6260,1018,45395,39064
22631,1146,4429,27367,20755
14058,4760,32114,1196,17724
4915,29643,30291,28391,40222
27603,42449,41394,23750,1040
40709,32049,23315,4827,977
3850,35385,6686,6285,26616
26584,30810,25665,16850,23201
1380,41266,32865,6043,14103
44519,38750,3576,20817,35633
7528,22584,7991,10045,28786
20201,35992,25964,17503,5106
16015,11021,44498,5173,2428
21317,45902,24747,33028,45516
25599,21518,38204,42758,31837
39665,46182,44746,14277,45091
7934,10047,31236,22098,1079
37807,3803,37209,9273,29180
14421,27363,40484,10304,10648
41456,42538,43405,15652,33735
41284,45867,39009,21093,46036
34523,14440,13179,2004,25341
5508,15225,17641,13267,26283
4694,3064,38334,1994,8805
10987,45919,6783,39473,20492
21867,43154,29160,10057,23781
12353,14931,3961,27801,4246
14329,4517,11682,41331,14874
28931,16611,20139,32299,5818
36352,32919,7344,13167,36304
46166,4372,36370,13639,10040
20100,8222,21336,39676,45696
34008,16300,23920,24434,13705
23576,11652,6401,2027,23663
11264,32238,278,6660,14552
21689,32129,25062,7449,5861
38748,36723,13775,19369,37159
16900,19352,22629,26199,22839
29381,23850,23944,22276,12898
10898,40553,18187,34612,19879
33942,26665,41405,12547,28969
9053,45821,25804,3029,17241
11720,44731,14980,18979,5757
40706,3306,35497,41180,34932
20636,41151,7014,3797,19321
22807,18347,37173,41151,28291
3828,40111,1106,30159,8863
23687,6737,26930,34987,7535
1480,45032,30581,5632,6058
14463,46050,39757,41231,33820
20768,28054,22564,26944,5075
6534,19097,17182,9232,4389
4147,43977,20937,24847,40741
24590,5534,38476,23127,45078
44491,21168,16225,28964,26099
20924,39123,40146,11339,31037
5812,31125,3102,44838,31729
27030,18513,31169,15284,18634
23268,35224,7979,27844,15250
37016,4476,25777,28143,15177
9668,27723,11008,32952,26211
31770,42403,1867,7894,6811
26450,42362,45663,43176,26899
2347,16993,12116,9471,37398
6895,46315,13148,6760,22481
16861,35982,29630,26244,44612
15454,8141,45133,7204,14926
21890,15201,13678,9959,36246
30782,1710,23932,24194,40564
4575,31149,19876,16051,41295
23543,22262,40001,32062,6739
27953,2522,19701,25422,7009
43222,15566,3727,26212,19011
16932,14201,28511,43086,39805
13734,20516,31451,24214,31929
1517,35803,18002,1954,20042
43821,19955,27172,41319,26156
1877,27961,5182,13335,16637
33690,24461,6981,28428,9209
43329,41380,4035,6625,42961
33288,404,43683,2941,7950
19119,38759,569,25686,29522
15869,30760,21291,30113,7111
31615,43415,26600,43966,10670
35465,46078,26603,20691,6727
20267,79,20957,42294,34382
11110,33886,19229,31138,36443
16818,36298,2212,22396,12661
42242,21486,23364,46147,8113
34671,16507,32373,32393,19553
29947,37127,46257,22152,41764
25098,5790,357,1987,17162
10188,23363,24240,46247,35645
37268,34034,32671,6730,33046
10250,33575,22746,24230,35685
22661,12884,16373,11677,7525
45002,6971,16819,41740,41351
37495,9819,8016,1668,4164
37876,44378,41553,18870,30278
35778,42529,37058,39000,22843
37257,40035,23880,28029,34731
20630,41190,36684,33944,4694
44761,27049,678,10055,32689
24520,45321,24964,6426,16884
38835,12251,19749,17369,39307
27064,14652,2760,40462,36025
27966,13803,38890,32337,20531
21999,26996,36613,3200,44276
46085,15848,26722,36694,15618
9302,21886,25754,3995,1687
28563,6134,13254,4927,43037
14695,39441,26734,19208,36315
44917,28130,22833,27164,34383
16801,44182,23935,2775,28188
43331,1323,20074,38427,26286
1053,1103,34618,14375,9950
20279,17915,33065,23711,30492
12130,7762,20070,37095,19857
30812,16262,11163,41874,15306
10903,45847,18363,20520,28630
28977,23227,10772,18629,14913
12971,13077,616,36007,40658
23640,37124,6853,42337,9503
5982,18212,8614,36688,4702
35826,36671,6109,44824,342
45499,21309,19343,12190,4721
36348,2720,31843,20916,32220
17639,44894,9551,13493,30886
9342,22927,28391,33270,16052
40889,1056,26158,17008,20015
25766,16906,6046,26469,25163
9993,31082,20602,32792,15509
20295,16553,4233,24533,37323
17897,13021,9550,5077,8279
26474,17276,4182,23820,32493
2269,41783,28147,17473,4417
14535,45879,15616,23426,27922
35594,5663,23245,11123,9941
25276,20018,45393,38991,1474
34438,13044,25111,24324,28866
5463,36043,24849,1647,4896
38873,21247,29973,29242,18091
4949,34640,44549,16782,39545
34780,21468,1020,5975,5175
40395,42411,28096,22753,13983
23836,34749,42097,23605,499
7202,36447,2158,25447,14953
41175,25094,10203,10943,4253
8244,35702,41005,39480,34640
26475,16210,11751,18687,11317
36966,45455,46145,3069,22742
22719,21481,1186,16167,1258
21862,24553,12657,36082,7964
20938,8118,24997,12499,2446
18906,27018,10003,390,40210
32240,884,2790,41198,43199
37838,28380,31225,25685,7603
633,1482,19259,29704,30427
38318,20904,3480,29748,38648
20344,30913,32607,2978,31256
39469,36274,14070,38105,27866
19893,12178,28137,33776,6019
3171,37448,8888,34214,15096
44930,40285,31594,20326,18514
6177,28170,19323,18882,28543
10490,31908,16979,22790,32679
37981,2705,17755,27084,9789
41105,23070,20797,24134,34607
30238,20992,14455,38494,46195
44172,19719,45555,4339,6757
41609,41163,12474,35243,31209
21976,10290,4583,28934,25018
43735,9752,13059,35693,2852
37534,32946,15658,12510,41037
16600,26965,18382,3005,17183
14489,42350,14331,12598,33572
43135,20749,13321,9341,11251
40727,23823,28116,16727,43826
33418,37890,19278,15220,15630
1530,10453,25826,1321,24872
37186,15687,45219,25605,29296
5171,26835,17862,41355,24065
46332,40474,39426,36787,35746
11170,461,36098,12965,21472
6248,34982,44356,28261,10075
8998,29647,24447,35686,32678
15102,9164,29416,29341,28168
49,23253,20021,38346,39570
22754,14089,43142,33125,34460
21287,15431,42758,11884,26372
33554,24930,34075,11008,22558
11790,27257,17449,6965,38538
44085,28556,25572,38188,15748
46259,32164,27057,30663,34918
44071,9487,28734,40057,44083
